id,unix_timestamp_ms,side,price,quantity
27611392,1759300063789,sell,1.585700,163.980000
27611393,1759300063792,sell,1.585700,40.230000
27611394,1759300063792,sell,1.585600,35.260000
27611395,1759300063872,sell,1.585500,30.130000
27611396,1759300063872,sell,1.585400,50.000000
10542923,1759300072402,sell,1.584700,38.470000
10542924,1759300072636,buy,1.584800,328.100000
10542925,1759300073230,buy,1.584900,29.730000
10542926,1759300073461,buy,1.584900,0.270000
10542927,1759300073461,buy,1.585100,34.430000
10542928,1759300073685,buy,1.585300,8.540000
10542929,1759300073964,sell,1.585000,3.780000
10542930,1759300074463,sell,1.584800,34.700000
10542931,1759300074569,buy,1.584900,820.080000
10542932,1759300074909,sell,1.584900,630.950000
10542933,1759300074909,sell,1.584800,393.710000
10542934,1759300074971,buy,1.584900,16.370000
10542935,1759300075264,buy,1.584900,25.380000
10542936,1759300075414,buy,1.584900,3.780000
10542937,1759300075733,sell,1.584800,34.660000
10542938,1759300076001,buy,1.584850,7347.750000
10542939,1759300076263,buy,1.584900,13.560000
10542940,1759300076507,sell,1.584800,473.240000
10542941,1759300076868,sell,1.584800,3312.680000
10542942,1759300076868,sell,1.584700,122.010000
10542943,1759300077030,buy,1.584900,34.700000
10542944,1759300077314,buy,1.584900,18.470000
10542945,1759300078107,sell,1.585000,3.780000
10542946,1759300078499,sell,1.584900,10.000000
10542947,1759300078499,sell,1.584700,224.700000
10542948,1759300078642,buy,1.584900,63.100000
10542949,1759300078663,buy,1.585000,111.630000
10542950,1759300078957,buy,1.585100,50.000000
10542951,1759300078957,buy,1.585300,18.780000
10542952,1759300078957,buy,1.585400,57.410000
10542953,1759300079622,sell,1.585300,3.470000
10542954,1759300079622,sell,1.585200,10.000000
10542955,1759300079622,sell,1.585100,18.070000
10542956,1759300079816,buy,1.585200,1338.940000
10542957,1759300079919,buy,1.585200,8.290000
10542958,1759300080312,buy,1.585400,8345.810000
10542959,1759300080350,buy,1.585500,34.690000
10542960,1759300080573,buy,1.585400,336.600000
10542961,1759300080748,sell,1.585300,20.000000
10542962,1759300080903,buy,1.585500,24.310000
10542963,1759300081191,buy,1.585500,407.980000
10542964,1759300081880,sell,1.585400,3100.150000
10542965,1759300082002,sell,1.585400,138.960000
10542966,1759300082022,buy,1.585500,10.000000
10542967,1759300082022,buy,1.585600,35.260000
10542968,1759300082427,buy,1.585600,488.490000
10542969,1759300082488,sell,1.585500,38.570000
10542970,1759300082524,buy,1.585600,6.300000
10542971,1759300082524,buy,1.585700,30.000000
10542972,1759300082524,buy,1.586000,963.590000
10542973,1759300082756,sell,1.586100,4645.130000
10542974,1759300082756,sell,1.585900,216.280000
10542975,1759300083055,buy,1.586200,63.850000
10542976,1759300083092,buy,1.586300,22.820000
10542977,1759300083359,buy,1.586300,20.000000
10542978,1759300083359,buy,1.586400,25.180000
10542979,1759300084101,buy,1.586400,3.700000
10542980,1759300084374,buy,1.586400,7553.730000
10542981,1759300084468,buy,1.586500,5.870000
10542982,1759300084468,buy,1.586600,2237.350000
10542983,1759300084470,buy,1.586700,15.110000
10542984,1759300084709,buy,1.586800,78.440000
10542985,1759300084949,buy,1.586900,66.230000
10542986,1759300085058,sell,1.586900,2908.930000
10542987,1759300085219,buy,1.587000,207.660000
10542988,1759300085219,buy,1.587100,400.270000
10542989,1759300085285,buy,1.587200,534.930000
10542990,1759300085669,sell,1.587200,34.680000
10542991,1759300086095,sell,1.587200,6.300000
